konveksi,kodebarang,namabarang,deskripsi,hargamodal,dailyprice,linkproduk,hargaproduk,anamapesaing,ahargapesaing,alinkpesaing,bnamapesaing,bhargapesaing,blinkpesaing
KBOGOR,D1563,Tas Allya,D1563 Tas Allya,10005,12500,https://shopee.co.id/product/135900627/20817444909/,12500,MORY MONY,-,https://shopee.co.id/Tas-Croco-Mini-Allya-Tas-Selempang-Wanita-Slingbag-MORMON-i.20287667.15034134361?sp_atk=9cb8f826-9e2d-4c0a-8f70-e034f64e3937&xptdk=9cb8f826-9e2d-4c0a-8f70-e034f64e3937,REYRESHY,-,-
KBOGOR,D1543,Tas LITA,D1543 Tas LITA,27751,38999,https://shopee.co.id/product/135900627/19815573175/,38999,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1548,Tas NADIA,D1548 Tas NADIA,16500,16500,https://shopee.co.id/product/135900627/18915597919/,16500,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1534,Tas JAMES,D1534 Tas JAMES,20010,23500,https://shopee.co.id/product/135900627/20713825511/,23500,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1455,Tas SEKAR,D1455 Tas SEKAR,16000,19999,https://shopee.co.id/product/135900627/9116883523/,19999,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1156,TAS RENATA,D1156 TAS RENATA,25972,29900,https://shopee.co.id/product/135900627/6716829584/,29900,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1431,TAS DELVA,D1431 TAS DELVA,11000,13999,https://shopee.co.id/product/135900627/6477631849/,13999,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1198,SHU,D1198 SHU,16800,16800,https://shopee.co.id/product/135900627/7118233860/,-,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1179,Tas Ransel Anak Anak Karakter,D1179 Tas Ransel Anak Anak Karakter,13038,16499,https://shopee.co.id/product/135900627/6617402903/,16499,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1356,Dompet GWENDA,D1356 Dompet GWENDA,9992,14500,https://shopee.co.id/product/135900627/4848881040/,14500,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1211,DOMPET ANGSA BORDIR,D1211 DOMPET ANGSA BORDIR,11223,12500,[LOKAL] DOMMO - D1211 DOMPET ANGSA BORDIR - Dompet Lipat Mini Lucu MORYMONY BISA COD,12500,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1137,TAS BACKPACK SUSHI,D1137 TAS BACKPACK SUSHI,20500,15000,https://shopee.co.id/product/135900627/5515826874/,15000,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1164,TAS RANSEL PUM,D1164 TAS RANSEL PUM,23200,23200,https://seller.shopee.co.id/portal/product/6417093655/,23200,MORY MONY,-,-,REYRESHY,-,-
KBOGOR,D1357,Dompet DESY,D1357 Dompet DESY,11920,12000,https://shopee.co.id/product/135900627/3648985815/,12000,MORY MONY,-,-,REYRESHY,-,-
